read_id,pool,species_taxid,species_name
260527-Copl-NAS-P1__5d095f2a-e61b-43d5-a85e-52d8b6753235,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__1a6ce6d9-4395-469f-a91e-4a9fb05e59de,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__dcdf6244-8eb0-46be-a75e-13de11e3aa50,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__dc24bbc6-f9d8-4374-aaae-94dc27ec37b8,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__8f378af1-90da-4f5f-9a9a-367a63815627,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__16657dd3-2d1e-43b7-9c81-11dd953a8e3a,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__7ed7ec1a-08bb-419c-8de6-ab9514c604ca,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__31b910c0-7be2-46eb-b41f-068854e3c58a,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__5e316d0b-4949-4f02-92a9-f9a33be2743f,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__a57c7a4f-f06d-4fa7-92c4-06a4ae0daa3a,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__4721417f-e3df-41ea-8905-f0d006135f0f,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__c57aa615-358d-4578-92b2-50ae52baa18c,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__9901d454-0966-4470-ad3e-684ba502f0ec,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__0997a92e-5135-4532-8219-ef3657ffca66,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__485426d9-3d07-4f7f-82c0-ae04aaa63dc1,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__3f2294cb-0ab6-4da8-b1a1-a404419c5f88,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__0992460c-098d-4a17-aad6-4390cbe58d8a,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__df59b4a1-df27-4d65-a4b0-e4ac3ecf2d4b,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__095c8a57-d333-458f-a529-0b46960ef433,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__21166c28-ea23-4dfe-b477-f7238e65c23c,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__a1bde47a-d464-4887-86d6-5a23f4efdeb8,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__2ee8183c-de3b-4ba9-be8d-72258145993e,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__815cbd10-0715-4d1f-8cb9-76ba9ff5832c,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__6a2971e3-7734-4a58-8883-1505027ecb5f,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__b9d2ff78-c7df-4ffd-b193-f447505d8425,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__57a93d00-6cb2-428c-bc4c-09be23bf1532,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__38a95e10-2e42-4d12-87e4-a568b885d50c,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__2fbdf2fc-1872-4cec-bcf3-bf211df77568,260527-Copl-NAS-P1,694009,Severe acute respiratory syndrome-related coronavirus
260527-Copl-NAS-P1__f097ee82-58c0-4250-b29e-cc44300a3ccf,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__ef4ece9c-24d1-4fe4-ac11-de5fc893a92f,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__a13ba2c6-adbd-4146-98a7-8a4ef47902ea,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__225c7d59-b0a8-4cb4-ad17-39990c09d57f,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__b9e0e3c1-dc3a-4c03-bec8-37632c447370,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__b2a6408d-7c18-45f9-a014-d2619e3deebd,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__8b082269-e35e-487f-9464-0eafe64c1d89,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__78dcf99e-bb08-4b02-a63b-20d961dffef2,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__a2d38df5-3cc9-470d-a8f3-739cbb7d9514,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__141a0389-3dc5-4285-991e-98e195d3d2bd,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__aa6f27a0-5930-4f45-a643-f9d7a1d5808a,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__d10bdd69-e0d3-40ef-bc4b-ab1f7fcba15e,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__62b152b4-fc4c-4bd3-af5b-618fa97f656e,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__c006d42f-87c0-4677-bdc5-03c0e0791cc7,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__9ccce4b7-b8ea-410e-8893-a68bd13abe6c,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__2773d46b-353a-4f66-a137-783e43938ed8,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__72053f6d-3d96-4ec9-8fce-153b9f019843,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__790e562b-9734-40f7-9b3d-bc2a147a1b29,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__4ddbbdbb-efd7-44aa-95c7-81a7abbd6381,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__bb842106-5840-4dd5-aece-f8851fd9eead,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__1d6ecd2d-a800-4843-bc91-a8e7f87572c2,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__679ff548-782a-402a-bca9-251381d1dcee,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__02dd907e-ed50-477e-b7a9-fe93699500c2,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__4ff4b4c9-c3ff-4795-aab3-fea1cba59f8e,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__0da1fdea-32b8-4a3d-9181-c685e9ed4ae9,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__f822029f-0a9c-4675-8c6c-31f4df84edf6,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__76880f1f-9819-4a4b-8ac0-e41acca42d7a,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__b3769e0a-e8a3-487e-981e-91e5afa3106a,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__da9cbec5-a7a7-4ee4-98e0-cca721df2f96,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__b06b2be9-97e0-4e2f-9e77-2b9d36b7b208,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__da33a487-51bb-4701-8fff-f4c3b56f3d81,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__ee95e5d1-6c89-44c3-8ae4-205b09840b25,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__9bca19c2-30b1-4259-970b-a3c018bb964d,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__48b0fe66-e5bc-474b-a46a-fe5a31faabfc,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__1c2e5939-58df-491d-ac22-2d9fb02641da,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__486be286-ba3a-4419-af8a-6dd9166b9acc,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__4f492127-90cd-4da2-8b8c-b5cd004ecd10,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__27f8b035-712a-4221-8774-97cfcbcca608,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__b4e167e7-3738-42fc-9acd-44686760ce3a,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__7c785227-f5d5-41c0-a870-14b21811c436,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__559af6e8-171a-4ce6-8cc3-9131c0f225dc,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__5a2ee4d2-740e-429d-aa5b-b36a04e71254,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__44363ece-0899-46b7-bb16-859b5b14025c,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__a0b84cdd-e022-4275-b216-8c3f193db626,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__a2742b4e-11f3-4980-902f-5b2d4c6a794d,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__2f37e8f3-a845-4eb4-8a5a-fa4c9b598bc3,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__d48beeff-c6a4-4c35-8d64-071fd813d937,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__25c42d8d-7cee-46a1-81b5-377accdbe7f4,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__f158ecfa-591c-4566-ab4e-f4395d0c353b,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__95213cb0-3184-4b25-8c38-6ab4289534a4,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__e68c8dbb-e714-4b88-a051-d85521912350,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__c146a880-0c4f-42df-bc97-d7dd61c6f29f,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__4bbe252b-5752-4468-a458-1ecd190005c9,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__0bf9b9e3-7f42-454f-a7b4-af92011d51c3,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__f7202eaa-4af1-4b96-9d41-db07aabf307a,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__86680993-cf50-404b-b14d-6f4b66b6c8df,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__d1f6018b-aa15-482c-8fa1-a8cb519ddb03,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__60cec17f-536a-472f-ac60-07622cba2d1a,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__123d8982-68fa-4dc1-b18b-1801763ec990,260527-Copl-NAS-P1,1330520,Enterovirus F
260527-Copl-NAS-P1__9ecd23e1-aae3-4af2-8d7f-ae8139ddd14c,260527-Copl-NAS-P1,1330520,Enterovirus F
260610-MBTA_Da-NAS-P1__cd4d4b75-a130-4c07-aa0e-2db21a247ee8,260610-MBTA_Da-NAS-P1,147711,Rhinovirus A
260610-MBTA_Da-NAS-P1__adb921f1-b292-4bc3-8a7c-fcf0d5d2312c,260610-MBTA_Da-NAS-P1,147711,Rhinovirus A
260610-MBTA_Da-NAS-P1__9ce75ab7-92a3-4154-8c96-0c1b53973b06,260610-MBTA_Da-NAS-P1,147711,Rhinovirus A
260610-MBTA_Da-NAS-P1__16eee2e3-8ed7-45f8-84d6-a5e1c20c3c8d,260610-MBTA_Da-NAS-P1,147711,Rhinovirus A
260610-MBTA_Da-NAS-P1__fd55b5b8-907f-4bc3-abe4-24d2d4ef7acc,260610-MBTA_Da-NAS-P1,147711,Rhinovirus A
260610-MBTA_Da-NAS-P1__afb174f9-469e-4534-809e-9cccaebec094,260610-MBTA_Da-NAS-P1,147711,Rhinovirus A
260610-MBTA_Da-NAS-P1__f21dd421-82bf-41ca-9d8b-fcda8077da22,260610-MBTA_Da-NAS-P1,147711,Rhinovirus A
260610-MBTA_Da-NAS-P1__615746c0-348d-4478-a921-1cc55f4744d3,260610-MBTA_Da-NAS-P1,147711,Rhinovirus A
260610-MBTA_Da-NAS-P1__ab30265b-03ca-4d81-8fca-b171e8139633,260610-MBTA_Da-NAS-P1,147711,Rhinovirus A
260610-MBTA_Da-NAS-P1__f291bc46-b15e-4b81-bbe5-ee2ea7e35f6e,260610-MBTA_Da-NAS-P1,147711,Rhinovirus A
260610-MBTA_Da-NAS-P1__9b225ae5-bc9b-412e-8343-63a3bc84c759,260610-MBTA_Da-NAS-P1,147711,Rhinovirus A
260610-MBTA_Da-NAS-P1__66c716c5-9975-47f1-88d9-6e52389f69a3,260610-MBTA_Da-NAS-P1,147711,Rhinovirus A
260610-MBTA_Da-NAS-P1__f7952c5b-2984-4055-b06d-3bd76cf9ba39,260610-MBTA_Da-NAS-P1,463676,Rhinovirus C
260610-MBTA_Da-NAS-P1__da457f02-1d38-4811-b237-5ddb15fa4a55,260610-MBTA_Da-NAS-P1,463676,Rhinovirus C
260610-MBTA_Da-NAS-P1__9df5ef33-cc0b-463e-9f40-d7c9da9683d4,260610-MBTA_Da-NAS-P1,463676,Rhinovirus C
260610-MBTA_Da-NAS-P1__854a3ebb-3363-45ea-b657-d061510cb590,260610-MBTA_Da-NAS-P1,463676,Rhinovirus C
260610-MBTA_Da-NAS-P1__e90459fa-6e92-4817-bf99-717e70ad25d9,260610-MBTA_Da-NAS-P1,463676,Rhinovirus C
260610-MBTA_Da-NAS-P1__62c7e049-bab3-476f-a4e6-d9ff7952e5ac,260610-MBTA_Da-NAS-P1,1330521,Enterovirus J
260610-MBTA_Da-NAS-P1__221dd88c-52f8-48bc-ae47-8b549bbad51c,260610-MBTA_Da-NAS-P1,1330521,Enterovirus J
260610-MBTA_Da-NAS-P1__24a8b8b1-b03e-4035-a97d-4cef9238b49a,260610-MBTA_Da-NAS-P1,1330521,Enterovirus J
260610-MBTA_Da-NAS-P1__f229251e-8619-4621-873d-ab187838a169,260610-MBTA_Da-NAS-P1,1330521,Enterovirus J
260610-MBTA_Da-NAS-P1__59b6351a-3ebe-4874-a16f-111e93c4916d,260610-MBTA_Da-NAS-P1,138951,Enterovirus D
260610-MBTA_Da-NAS-P1__ea4e58b2-83cd-4813-a26d-dde57a167d37,260610-MBTA_Da-NAS-P1,138951,Enterovirus D
260610-MBTA_Da-NAS-P1__c368d9c4-41f2-41b3-b7b4-74993f3d5f8d,260610-MBTA_Da-NAS-P1,138951,Enterovirus D
260610-MBTA_Da-NAS-P1__eb1da6f2-6d60-44a1-a446-0ee84a817552,260610-MBTA_Da-NAS-P1,138951,Enterovirus D
260610-MBTA_Da-NAS-P1__1634a8b0-54d2-4bab-a35f-16a9fa86a846,260610-MBTA_Da-NAS-P1,138951,Enterovirus D
260610-MBTA_Da-NAS-P1__04ca3117-9600-43a9-96e8-594d397c65ee,260610-MBTA_Da-NAS-P1,138951,Enterovirus D
260610-MBTA_Da-NAS-P1__49fca24e-2a9d-4295-9180-af696c3b4341,260610-MBTA_Da-NAS-P1,2169885,Enterovirus L
260610-MBTA_Da-NAS-P1__bd697fe0-e716-48d2-a0f9-643a4c96934c,260610-MBTA_Da-NAS-P1,138949,Enterovirus B
260610-MBTA_Da-NAS-P1__a5d488ea-d30b-476a-9675-eeabefd664df,260610-MBTA_Da-NAS-P1,138949,Enterovirus B
260610-MBTA_Da-NAS-P1__08125a53-dc8b-4f42-bb42-1c0b22e3a022,260610-MBTA_Da-NAS-P1,138949,Enterovirus B
260610-MBTA_Da-NAS-P1__5113fe8a-b9f5-4698-861e-33a91da2c8c4,260610-MBTA_Da-NAS-P1,138949,Enterovirus B
260610-MBTA_Da-NAS-P1__03d47b11-7d55-482f-abb3-b51996b2ec25,260610-MBTA_Da-NAS-P1,138949,Enterovirus B
260610-MBTA_Da-NAS-P1__24390c84-2cf5-4eb9-988a-5e12580e38a0,260610-MBTA_Da-NAS-P1,138948,Enterovirus A
260523-Haymkt-NAS-P1__d0325e95-aa90-4fa2-af2a-b3663a3fbeb0,260523-Haymkt-NAS-P1,147711,Rhinovirus A
260523-Haymkt-NAS-P1__e382840d-7254-4c5c-a798-98a81e6f9af9,260523-Haymkt-NAS-P1,147711,Rhinovirus A
260523-Haymkt-NAS-P1__ce3c939b-efd4-4449-88b8-2b289cf6ccf9,260523-Haymkt-NAS-P1,147711,Rhinovirus A
260613-MBTA_Ha-NAS-P1__b884034c-8ffc-4d38-8d20-284c25e70536,260613-MBTA_Ha-NAS-P1,147711,Rhinovirus A
260613-MBTA_Ha-NAS-P1__404ff44f-4a35-4b17-b012-40dffcdc342f,260613-MBTA_Ha-NAS-P1,147712,Rhinovirus B
260613-MBTA_Ha-NAS-P1__d8517ce9-9e39-4514-a46d-da065e55966d,260613-MBTA_Ha-NAS-P1,147712,Rhinovirus B
260613-MBTA_Ha-NAS-P1__9d05c7c8-4ad0-45b6-b3df-5efde2650345,260613-MBTA_Ha-NAS-P1,147712,Rhinovirus B
260613-MBTA_Ha-NAS-P1__6152c753-1c79-42ce-895d-75a75b63a744,260613-MBTA_Ha-NAS-P1,147712,Rhinovirus B
260613-MBTA_Ha-NAS-P1__3f6633a6-6531-477c-938d-515de47067d1,260613-MBTA_Ha-NAS-P1,147712,Rhinovirus B
260613-MBTA_Ha-NAS-P1__648f68bd-ce72-443a-b221-11662022a37f,260613-MBTA_Ha-NAS-P1,147712,Rhinovirus B
260613-MBTA_Ha-NAS-P1__8b0550da-1dc2-4678-bfba-9e609232bd2f,260613-MBTA_Ha-NAS-P1,147712,Rhinovirus B
260613-MBTA_Ha-NAS-P1__b70b719f-1c35-4e9a-a841-84cbb4c8ca4d,260613-MBTA_Ha-NAS-P1,147712,Rhinovirus B
260613-MBTA_Ha-NAS-P1__6dbf1d22-e182-4096-8239-55b37a096a87,260613-MBTA_Ha-NAS-P1,147712,Rhinovirus B
260613-MBTA_Ha-NAS-P1__523359ad-bf7a-4ad5-b7e0-61c413811c3b,260613-MBTA_Ha-NAS-P1,147712,Rhinovirus B
260613-MBTA_Ha-NAS-P1__63a6e1a2-357c-4dbb-b261-1a3897f1664d,260613-MBTA_Ha-NAS-P1,147712,Rhinovirus B
260613-MBTA_Ha-NAS-P1__7151749b-c3d5-45bb-bf23-96539478bc8d,260613-MBTA_Ha-NAS-P1,147712,Rhinovirus B
260613-MBTA_Ha-NAS-P1__6bde3bb8-2038-4aaf-8d3d-3e52d7240310,260613-MBTA_Ha-NAS-P1,147712,Rhinovirus B
260613-MBTA_Ha-NAS-P1__9fedaed9-34d1-4137-9a56-74c6e2547040,260613-MBTA_Ha-NAS-P1,147712,Rhinovirus B
260613-MBTA_Ha-NAS-P1__c284097f-42b8-449b-8b4a-b42d3c3e61e6,260613-MBTA_Ha-NAS-P1,147712,Rhinovirus B
260613-MBTA_Ha-NAS-P1__e805c00a-abe2-43da-8e81-d93cb1129013,260613-MBTA_Ha-NAS-P1,147712,Rhinovirus B
260613-MBTA_Ha-NAS-P1__f193c211-8eac-4ec4-9764-d4b5e05565de,260613-MBTA_Ha-NAS-P1,147712,Rhinovirus B
260613-MBTA_Ha-NAS-P1__610b4edc-7810-47d5-8c29-712d6d2539bf,260613-MBTA_Ha-NAS-P1,147712,Rhinovirus B
260613-MBTA_Ha-NAS-P1__4d3403a2-e9b2-4f48-85e7-35610c01c9c2,260613-MBTA_Ha-NAS-P1,147712,Rhinovirus B
260613-MBTA_Ha-NAS-P1__17f26945-73e0-4eb5-baaf-2e1eb9c71992,260613-MBTA_Ha-NAS-P1,147712,Rhinovirus B
260613-MBTA_Ha-NAS-P1__e100dfaf-6dcd-4387-8cbb-068e740bf235,260613-MBTA_Ha-NAS-P1,147712,Rhinovirus B
260613-MBTA_Ha-NAS-P1__c0a86a2d-389b-48d2-903f-74d6d3dd95e0,260613-MBTA_Ha-NAS-P1,147712,Rhinovirus B
260613-MBTA_Ha-NAS-P1__0c1e8f29-6404-46e9-9685-9bc2274c8ecc,260613-MBTA_Ha-NAS-P1,147712,Rhinovirus B
260613-MBTA_Ha-NAS-P1__8a5646f8-cb0a-4dec-8c31-1d855e777743,260613-MBTA_Ha-NAS-P1,147712,Rhinovirus B
260613-MBTA_Ha-NAS-P1__9506e6e3-986a-49a2-bfac-53f8535d45cb,260613-MBTA_Ha-NAS-P1,147712,Rhinovirus B
260613-MBTA_Ha-NAS-P1__59277ad4-40e6-4ea8-8af7-f6d78a2d3d6e,260613-MBTA_Ha-NAS-P1,147712,Rhinovirus B
260613-MBTA_Ha-NAS-P1__3e382e09-d161-4cf6-a645-2b99c33b04a8,260613-MBTA_Ha-NAS-P1,147712,Rhinovirus B
260613-MBTA_Ha-NAS-P1__a7de8784-4cf6-413a-9b7c-8c57ee667478,260613-MBTA_Ha-NAS-P1,147712,Rhinovirus B
260613-MBTA_Ha-NAS-P1__62bfbf6e-81e6-439d-8530-7b5b2b986008,260613-MBTA_Ha-NAS-P1,147712,Rhinovirus B
260613-MBTA_Ha-NAS-P1__6ee45af4-98b3-42ae-8518-2207218520d0,260613-MBTA_Ha-NAS-P1,147712,Rhinovirus B
260613-MBTA_Ha-NAS-P1__513c1bf4-8c5a-421a-ac0b-168960a9f575,260613-MBTA_Ha-NAS-P1,147712,Rhinovirus B
260613-MBTA_Ha-NAS-P1__81156ee7-04dc-48e9-944e-b8d97c68d938,260613-MBTA_Ha-NAS-P1,147712,Rhinovirus B
260613-MBTA_Ha-NAS-P1__0d5ae9d4-213b-4f42-a174-2601523c69f1,260613-MBTA_Ha-NAS-P1,147712,Rhinovirus B
260526-MBTA_Da-NAS-P1__5940d508-48a8-48e5-8b03-fea5e529f81d,260526-MBTA_Da-NAS-P1,147711,Rhinovirus A
260526-MBTA_Da-NAS-P1__f3d91345-3316-4ffa-98b5-985ceb9d462c,260526-MBTA_Da-NAS-P1,147711,Rhinovirus A
260526-MBTA_Da-NAS-P1__6bb23e37-d0e2-4eb0-a783-edf66536e46f,260526-MBTA_Da-NAS-P1,147711,Rhinovirus A
260526-MBTA_Da-NAS-P1__7b4479f7-4145-47d2-9ae7-e61fafc772d5,260526-MBTA_Da-NAS-P1,147711,Rhinovirus A
260526-MBTA_Da-NAS-P1__771ed88c-3413-44b3-8f72-a45c375c5647,260526-MBTA_Da-NAS-P1,147711,Rhinovirus A
260526-MBTA_Da-NAS-P1__28d67bd3-4ba2-4592-b7cc-cfb67d817f5e,260526-MBTA_Da-NAS-P1,147711,Rhinovirus A
260526-MBTA_Da-NAS-P1__8a291383-5110-4977-b234-18f8904bbdee,260526-MBTA_Da-NAS-P1,147711,Rhinovirus A
260526-MBTA_Da-NAS-P1__4cce3f08-22fe-42aa-b260-153579d6bf89,260526-MBTA_Da-NAS-P1,147711,Rhinovirus A
260526-MBTA_Da-NAS-P1__b04a2d99-5750-4617-9d2b-3201bfb3509d,260526-MBTA_Da-NAS-P1,463676,Rhinovirus C
260526-MBTA_Da-NAS-P1__de59688c-2a20-4262-99d7-4b044cc3b9e7,260526-MBTA_Da-NAS-P1,463676,Rhinovirus C
260526-MBTA_Da-NAS-P1__95e0abf8-83d7-4a3d-b2c1-0593f677cf51,260526-MBTA_Da-NAS-P1,463676,Rhinovirus C
260526-MBTA_Da-NAS-P1__1eb660f9-e59b-455f-947d-ff1df0472805,260526-MBTA_Da-NAS-P1,463676,Rhinovirus C
260526-MBTA_Da-NAS-P1__dc906c30-dc92-47c8-b15a-3ba2aa709722,260526-MBTA_Da-NAS-P1,463676,Rhinovirus C
260526-MBTA_Da-NAS-P1__1a78044c-5b28-4998-accb-65ef9f59bd8b,260526-MBTA_Da-NAS-P1,463676,Rhinovirus C
260526-MBTA_Da-NAS-P1__32c2fe3f-385f-4ded-9af4-930292a4e29f,260526-MBTA_Da-NAS-P1,463676,Rhinovirus C
260526-MBTA_Da-NAS-P1__d5901a26-3bc3-4a74-a4ab-f89c74839be1,260526-MBTA_Da-NAS-P1,463676,Rhinovirus C
260526-MBTA_Da-NAS-P1__17ea9b5a-7331-418b-a2d6-9b0c9863e42d,260526-MBTA_Da-NAS-P1,1330521,Enterovirus J
260526-MBTA_Da-NAS-P1__83a6f3f1-9468-4e52-bf88-feedf8d040c3,260526-MBTA_Da-NAS-P1,1330521,Enterovirus J
260526-MBTA_Da-NAS-P1__9a3974b2-b34f-4563-8c77-6086604c6125,260526-MBTA_Da-NAS-P1,1330521,Enterovirus J
260526-MBTA_Da-NAS-P1__34edbade-9358-4ee8-a4cc-cfe0e1e5a18d,260526-MBTA_Da-NAS-P1,1330521,Enterovirus J
260526-MBTA_Da-NAS-P1__e5c3bc7c-47b1-4f04-839c-a87998fb3e3a,260526-MBTA_Da-NAS-P1,1330521,Enterovirus J
260526-MBTA_Da-NAS-P1__208ec229-6e91-46d6-b083-2ac81ad68585,260526-MBTA_Da-NAS-P1,1330521,Enterovirus J
260526-MBTA_Da-NAS-P1__720c66be-08d5-4aa6-8362-1e3ead7e50e5,260526-MBTA_Da-NAS-P1,1330521,Enterovirus J
260526-MBTA_Da-NAS-P1__599bb269-31d7-4dfc-bc7f-af401844b97a,260526-MBTA_Da-NAS-P1,1330521,Enterovirus J
260526-MBTA_Da-NAS-P1__00b969e8-7e0b-4aab-974f-2ca09d06a1a6,260526-MBTA_Da-NAS-P1,1330521,Enterovirus J
260526-MBTA_Da-NAS-P1__cecca066-3be0-4c1f-80fb-7eebded19b17,260526-MBTA_Da-NAS-P1,1330521,Enterovirus J
260526-MBTA_Da-NAS-P1__cb344a1f-38a6-4857-b30a-0a0a898aa626,260526-MBTA_Da-NAS-P1,1330521,Enterovirus J
260526-MBTA_Da-NAS-P1__23e2f3d1-7f18-4197-a6fe-d286b6be1f05,260526-MBTA_Da-NAS-P1,1330521,Enterovirus J
260526-MBTA_Da-NAS-P1__8a03fb1d-3a31-44a0-a1a4-c17591c0bbaf,260526-MBTA_Da-NAS-P1,1330521,Enterovirus J
260526-MBTA_Da-NAS-P1__511ebff1-1497-451d-adca-18a62094d06c,260526-MBTA_Da-NAS-P1,1330521,Enterovirus J
260526-MBTA_Da-NAS-P1__95812069-f0f0-487f-bd96-b9938ab50e51,260526-MBTA_Da-NAS-P1,1330521,Enterovirus J
